	nrooms	meters	floor	floors_total	flat_or_appart	zh_comp	deadline	to_metro	district	area	metro	mainprice	price_per_meter	otdelka	developer
1403	1	107,7	1	3	A			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	105000000	974930		ID 413522
1404	1	49,66	2	4	A	ЖК «Ильинка 3/8»	сдача ГК: 4 кв. 2024 года	2 минуты пешком	ЦАО	р-н Тверской	м. Площадь Революции	108290000	2180628		Sminex-Интеко
1405	1	129,7	6	13	A	ЖК «Звёзды Арбата»		7 минут пешком	ЦАО	р-н Арбат	м. Смоленская	124876564	962811		БСК-Санкт-Петербург
1406	1	94,3	1	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		141830000	1504030		Sminex-Интеко
1407	1	98,8	4	5	A	ЖК «Metropol Serviced Residences»	сдача ГК: 2 кв. 2023 года	10 минут пешком	ЦАО	р-н Хамовники	м. Парк Культуры	145957240	1477300	С отделкой	KR Properties
1408	1	65,1	3	8	F	ЖК «Дом Лаврушинский»	сдача ГК: 2 кв. 2024 года	5 минут пешком	ЦАО	р-н Якиманка	м. Третьяковская	152040000	2335484		Sminex-Интеко
1409	1	67,2	7	14	F	ЖК «Дом Лаврушинский»	сдача ГК: 2 кв. 2024 года	5 минут пешком	ЦАО	р-н Якиманка	м. Третьяковская	186340000	2772917		Sminex-Интеко
1410						ЖК «Kuznetsky Most 12 by Lalique»	сдача ГК: 1 кв. 2024 года	3 минуты пешком	ЦАО	р-н Мещанский	м. Кузнецкий мост	230079360	1550400	С отделкой	KR Properties
1411	1	115,21	2	4	F	ЖК «Русские Сезоны»	сдача ГК: 4 кв. 2024 года	3 минуты пешком	ЦАО	р-н Замоскворечье	м. Третьяковская	296582222	2574275		Экран
1412								15 минут пешком	СВАО	р-н Северное Медведково	м. Медведково	10150000	309451		Homeapp
1413								8 минут на транспорте	ЗАО	р-н Раменки	м. Международная	15000000	368550		Homeapp
1414	1	37	8	12	F	ЖК «Резиденция Тверская»		5 минут пешком	ЦАО	р-н Тверской	м. Маяковская	17000000	459459		Homeapp
1415	1	32	8	9	F			10 минут пешком	СЗАО	р-н Южное Тушино	м. Сходненская	9800000	306250		Ключи
1416	1	33,8	7	52	F	ЖК «WAVE»	сдача ГК: 2 кв. 2026 года	16 минут пешком	ЮАО	р-н Москворечье-Сабурово	м. Москворечье	11521169	340863		Группа ЛСР
1417	1	46,7	8	17	F	ЖК «Коммунарка»		7 минут на транспорте	НАО (Новомосковский)		м. Коммунарка	10900000	233405		Самолет Плюс Москва
1418						ЖК «Рихард»	дом сдан	13 минут пешком	САО	р-н Хорошевский	м. Зорге	23379500	535000		ФСК
1419	1	42,5	7	9	F	ЖК «Эдельвейс»	сдача ГК: 2 кв. 2023 года	22 минуты на транспорте	ТАО (Троицкий)		м. Рассказовка	6375000	150000		Циан
1420	1	32,5	10	18	F	ЖК «Прокшино»	сдача ГК: 1 кв. 2025 года	12 минут пешком	НАО (Новомосковский)		м. Прокшино	10642356	327457	ЖК лидер продаж	А101
1421	1	37,7	7	16	F	ЖК «Скандинавия»	сдача ГК: 4 кв. 2024 года	5 минут на транспорте	НАО (Новомосковский)		м. Улица Скобелевская	11145198	295629		А101
1422	1	32,5	3	18	F	ЖК «Прокшино»	сдача ГК: 1 кв. 2025 года	10 минут пешком	НАО (Новомосковский)		м. Прокшино	11730662	360943	ЖК лидер продаж	А101
1423	1	40,7	1	3	F	ЖК «Борисоглебское»	дом сдан	17 минут пешком	ТАО (Троицкий)			6023600	148000		Апрелевка С2
1424	1	29,5	3	9	F			5 минут на транспорте	ВАО	р-н Гольяново	м. Щёлковская	8700000	294915		Николай Ларионов
1425	1	37,9	8	16	F			6 минут пешком	ЮАО	р-н Зябликово	м. Шипиловская	10100000	266491		Владис
1426	1	39,2	2	17	F			8 минут пешком	САО	р-н Левобережный	м. Беломорская	12300000	313776		Владис
1427						ЖК «На Истринской»		16 минут пешком	ЗАО	р-н Кунцево	м. Кунцевская	16000000	294659		НЕДВИЖИМОСТЬ ПЛЮС
1428	1	43,2	2	28	F	ЖК «Павелецкая сити»	дом сдан	17 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	22788338	527508		MR Group
1429	1	10,4	1	5	A			9 минут пешком	СЗАО	р-н Щукино	м. Панфиловская	4197500	403606		Навигатор
1430								10 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Трикотажная	4300000	257485		ID 20252060
1431	1	35,9	1	3	F	ЖК «Борисоглебское»		35 минут на транспорте	ТАО (Троицкий)		м. Саларьево	4450000	123955		Владис
1432								15 минут пешком	ВАО	р-н Восточное Измайлово	м. Первомайская	4699999	328671		Денис Каргин
1433	1	19	4	5	A			3 минуты пешком	СВАО	р-н Марфино	м. Окружная	4939999	260000		ID 93228967
1434	1	33,56	4	7	F	ЖК «Эдельвейс»	сдача ГК: 2 кв. 2023 года	22 минуты на транспорте	ТАО (Троицкий)		м. Рассказовка	4966880	148000		Ордер
1435	1	32	1	5	F			12 минут на транспорте	НАО (Новомосковский)		м. Бунинская аллея	4990000	155938		ТАНДЕМ
1436								16 минут пешком	ВАО	р-н Восточное Измайлово	м. Первомайская	4999999	200000		ID 93228967
1437	1	35,8	3	3	F	ЖК «Борисоглебское»		4 минуты на транспорте	ТАО (Троицкий)			5050000	141061		ИПОМАКС
1438	1	26	6	6	A			16 минут пешком	ВАО	р-н Восточное Измайлово	м. Первомайская	5190000	199615		Этажи Москва
1439	1	35,2	3	3	F	ЖК «Борисоглебское»	дом сдан	17 минут пешком	ТАО (Троицкий)			5244800	149000		Апрелевка С2
1440	1	39,3	1	3	F	ЖК «Борисоглебское»	дом сдан	14 минут пешком	ТАО (Троицкий)			5580600	142000		Апрелевка С2
1441	1	36,1	6	9	F			11 минут на транспорте	ТАО (Троицкий)			5500000	152355		Владис
1442	1	42,5	6	9	F	ЖК «Эдельвейс»	сдача ГК: 1 кв. 2023 года	22 минуты на транспорте	ТАО (Троицкий)		м. Рассказовка	5525000	130000		Ордер
1443	1	40	1	3	F	ЖК «Борисоглебское»	дом сдан	15 минут пешком	ТАО (Троицкий)			5600000	140000		Апрелевка С2
1444						ЖК «Апартаменты Алтай»		7 минут пешком	СВАО	р-н Марфино	м. Владыкино	5600000	280000		ID 10472854
1445	1	36,7	1	9	F			35 минут на транспорте	ТАО (Троицкий)		м. Саларьево	5650000	153951		ID 12599465
1446	1	29,1	4	5	F			11 минут на транспорте	ТАО (Троицкий)			5700000	195876		ИПОМАКС
1447	1	40,3	2	3	F	ЖК «Борисоглебское»	дом сдан	17 минут пешком	ТАО (Троицкий)			5762900	143000		Апрелевка С2
1448						ЖК «Борисоглебское»		4 минуты на транспорте	ТАО (Троицкий)			5800000	162011		ИПОМАКС
1449	1	36	3	3	F	ЖК «Борисоглебское»	дом сдан	13 минут пешком	ТАО (Троицкий)			5950800	165300		Апрелевка С2
1450								9 минут пешком	ЮАО	р-н Нагорный	м. Нахимовский проспект	5990000	295074		REALTY PRО
1451	1	34,2	2	3	F	ЖК «Борисоглебское»		40 минут на транспорте	ТАО (Троицкий)		м. Саларьево	5980000	174854		Манхэттен эстейт
1452								10 минут пешком	СВАО	р-н Бабушкинский	м. Бабушкинская	5990000	205137		ID 245566
1453	1	43,14	6	7	F	ЖК «Эдельвейс»	сдача ГК: 2 кв. 2023 года	22 минуты на транспорте	ТАО (Троицкий)		м. Рассказовка	5953320	138000		Ордер
1454	1	35,6	3	3	F	ЖК «Борисоглебское»	дом сдан	17 минут пешком	ТАО (Троицкий)			6022808	169180		Апрелевка С2
1455	1	46	5	9	F	ЖК «Ново-Никольское»		23 минуты на транспорте	ТАО (Троицкий)		м. Рассказовка	6150000	133696		ID 83369150
1456	1	32,6	1	9	F			9 минут пешком	НАО (Новомосковский)		м. Щербинка	6190000	189877		ID 72894199
1457	1	35	2	3	F	ЖК «Борисоглебское»	дом сдан	14 минут пешком	ТАО (Троицкий)			6223000	177800	С отделкой	Апрелевка С2
1458	1	28,7	6	6	A			16 минут пешком	ВАО	р-н Восточное Измайлово	м. Первомайская	6265000	218293		Этажи Москва
1459	1	35,5	2	3	F	ЖК «Борисоглебское»	дом сдан	14 минут пешком	ТАО (Троицкий)			6311900	177800	С отделкой	Апрелевка С2
1460	1	37,5	7	9	F			30 минут на транспорте	ТАО (Троицкий)		м. Саларьево	6300000	168000		Манхэттен эстейт
1461	1	42,8	6	9	F	ЖК «Эдельвейс»	сдача ГК: 2 кв. 2023 года	21 минута на транспорте	ТАО (Троицкий)		м. Рассказовка	6377200	149000		Циан
1462	1	44,6	2	9	F	ЖК «Эдельвейс»	сдача ГК: 2 кв. 2023 года	21 минута на транспорте	ТАО (Троицкий)		м. Рассказовка	6467000	145000		Циан
1463	1	45,8	2	3	F	ЖК «Борисоглебское»		30 минут на транспорте	ТАО (Троицкий)		м. Саларьево	6400000	139738		Манхэттен эстейт
1464	1	45,7	3	3	F	ЖК «Борисоглебское»	дом сдан	15 минут пешком	ТАО (Троицкий)			6548810	143300		Апрелевка С2
1465	1	45,9	2	3	F	ЖК «Борисоглебское»		30 минут на транспорте	ТАО (Троицкий)		м. Саларьево	6500000	141612		Манхэттен эстейт
1466	1	39,4	1	14	F			4 минуты на транспорте	ЗелАО	р-н Крюково		6599000	167487		АН Октябрьская
1467	1	43,7	7	9	F	ЖК «Эдельвейс»	сдача ГК: 2 кв. 2023 года	21 минута на транспорте	ТАО (Троицкий)		м. Рассказовка	6555000	150000		Циан
1468	1	40,9	1	3	F	ЖК «Борисоглебское»	дом сдан	14 минут пешком	ТАО (Троицкий)			6605350	161500		Апрелевка С2
1469	1	27,7	5	20	A	ЖК «ФизтехСити»	сдача ГК: 4 кв. 2023 года	7 минут пешком	СВАО	р-н Северный	м. Новодачная	6600000	238267		Галант
1470	1	28	5	9	F	ЖК «Цветочные поляны»		10 минут на транспорте	НАО (Новомосковский)		м. Филатов Луг	6600000	235714		ID 58770
1471	1	40,5	7	9	F	ЖК «Спортивный квартал»		9 минут на транспорте	НАО (Новомосковский)		м. Филатов Луг	6650000	164198		ID 13345006
